#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2020-03-24-00-39-41
#fields	
#types	
ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	version	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	tags	username	password	proxied	orig_fuids	orig_filenames	orig_mime_types	resp_fuids	resp_filenames	resp_mime_types
1258398062.827578	ChYeqF36nuJeX8nok8	192.168.1.102	3010	198.189.255.83	80	2	GET	trus.imageg.net	/js/sitewide.js	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	3288	200	OK	-	-	(empty)	-	-	-	-	-	-	FahbqaTn7jq7YY9n3	-	text/plain
1258398063.008713	CHW3pW1a7wrlNfLWM4	192.168.1.102	3006	198.189.255.83	80	2	GET	trus.imageg.net	/js/tru_home.js	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1513	200	OK	-	-	(empty)	-	-	-	-	-	-	Fmqr673mSv8Z03HJa	-	text/plain
1258398063.161120	CXBdjB1H7h3Imymv1i	192.168.1.102	3005	198.189.255.83	80	2	GET	trus.imageg.net	/pwr/engine/pr_styles_review.css	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	12810	200	OK	-	-	(empty)	-	-	-	-	-	-	Fh2dTt4p6rC0E7uDIb	-	text/plain
1258398063.189348	ChYeqF36nuJeX8nok8	192.168.1.102	3010	198.189.255.83	80	3	GET	trus.imageg.net	/include/omniture.js	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	25011	200	OK	-	-	(empty)	-	-	-	-	-	-	FokUT54fgRq10ecgc	-	text/plain
1258398063.184101	CkgNlb2mNibW4RQ9zg	192.168.1.102	3009	198.189.255.83	80	2	GET	trus.imageg.net	/foreSee/foresee-trigger.js	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	60878	200	OK	-	-	(empty)	-	-	-	-	-	-	FUvPAZVuCeaSaZtmi	-	text/plain
1258398063.173109	CjRaov38FlarH5Q8k7	192.168.1.102	3011	206.16.220.201	80	1	GET	www.toysrus.com	/onlineopinionF3cS/oo_engine.js	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	7218	200	OK	-	-	(empty)	-	-	-	-	-	-	FzOBhHd3vEdUuNeW	-	text/plain
1258398063.180854	CQHzAOdzCQDxolcic	192.168.1.102	3012	206.16.220.201	80	1	GET	www.toysrus.com	/onlineopinionF3cS/oo_conf_en-US.js	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1448	200	OK	-	-	(empty)	-	-	-	-	-	-	FikIum23Lg3Yz05Pq9	-	text/plain
1258398063.533136	CQFS7q4vjGL9hW7xp4	192.168.1.102	3008	198.189.255.83	80	2	GET	trus.imageg.net	/include/truHome.css	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	46378	200	OK	-	-	(empty)	-	-	-	-	-	-	FTuGAr10fJS6jtaf3f	-	text/plain
1258398063.536878	Cpxcmk1CROaafeyvqb	192.168.1.102	3007	198.189.255.83	80	2	GET	trus.imageg.net	/images/tru_hdrLogo.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	4315	200	OK	-	-	(empty)	-	-	-	-	-	-	F0lUml4CtwWpGvug7g	-	image/gif
1258398063.538377	CHW3pW1a7wrlNfLWM4	192.168.1.102	3006	198.189.255.83	80	3	GET	trus.imageg.net	/images/df_dropnav/tru_hdrMainNavFindLink.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	3528	200	OK	-	-	(empty)	-	-	-	-	-	-	F81Do72fCk1FURFwHb	-	image/gif
1258398063.534883	CXBdjB1H7h3Imymv1i	192.168.1.102	3005	198.189.255.83	80	3	GET	trus.imageg.net	/include/store.css	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	49716	200	OK	-	-	(empty)	-	-	-	-	-	-	FK7NbV3GYMxh3Ck7Vg	-	text/plain
1258398063.619833	ChYeqF36nuJeX8nok8	192.168.1.102	3010	198.189.255.83	80	4	GET	trus.imageg.net	/images/pixel.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	43	200	OK	-	-	(empty)	-	-	-	-	-	-	FDYwPM331CopoRvqwe	-	image/gif
1258398063.857182	ChYeqF36nuJeX8nok8	192.168.1.102	3010	198.189.255.83	80	5	GET	trus.imageg.net	/images/tru_hdrCartItems.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1018	200	OK	-	-	(empty)	-	-	-	-	-	-	FQEuyE1q56XOYa5m6f	-	image/gif
1258398063.868174	CHW3pW1a7wrlNfLWM4	192.168.1.102	3006	198.189.255.83	80	4	GET	trus.imageg.net	/images/tru_hdrBtnGo.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	561	200	OK	-	-	(empty)	-	-	-	-	-	-	F5mXyB3fdaWWZawDr1	-	image/gif
1258398064.059802	CkgNlb2mNibW4RQ9zg	192.168.1.102	3009	198.189.255.83	80	3	GET	trus.imageg.net	/images/tru_hdrSearch.gif	http://trus.imageg.net/include/truHome.css	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1260	200	OK	-	-	(empty)	-	-	-	-	-	-	FahqJQ2epwIetd4Q6g	-	image/gif
1258398064.263175	Cpxcmk1CROaafeyvqb	192.168.1.102	3007	198.189.255.83	80	3	GET	trus.imageg.net	/images/tru_hdrWelcomeArrow.gif	http://trus.imageg.net/include/truHome.css	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	152	200	OK	-	-	(empty)	-	-	-	-	-	-	Fa5LJs2sirhar46jmc	-	image/gif
1258398064.263435	ChYeqF36nuJeX8nok8	192.168.1.102	3010	198.189.255.83	80	6	GET	trus.imageg.net	/images/df_dropnav/tru_mainNav.gif	http://trus.imageg.net/include/truHome.css	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	8535	200	OK	-	-	(empty)	-	-	-	-	-	-	Fkmb4m4cXhfEQqrUNj	-	image/gif
1258398064.388596	CXBdjB1H7h3Imymv1i	192.168.1.102	3005	198.189.255.83	80	4	GET	trus.imageg.net	/images/df_dropnav/tru_hdrFlag.gif	http://trus.imageg.net/include/truHome.css	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	843	200	OK	-	-	(empty)	-	-	-	-	-	-	FSjkdedFJUiX7Bb6a	-	image/gif
1258398064.463546	CQFS7q4vjGL9hW7xp4	192.168.1.102	3008	198.189.255.83	80	3	GET	trus.imageg.net	/images/df_dropnav/tru_utilNav_95035.gif	http://trus.imageg.net/include/truHome.css	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	4764	200	OK	-	-	(empty)	-	-	-	-	-	-	FXWkve4xkCgbf59aY2	-	image/gif
1258398064.564485	CHW3pW1a7wrlNfLWM4	192.168.1.102	3006	198.189.255.83	80	5	GET	trus.imageg.net	/cms_widgets/21/07/210736_assets/tru-8-pack_01.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	528	200	OK	-	-	(empty)	-	-	-	-	-	-	FhugHGuFcurs3ZqOl	-	image/gif
1258398064.586471	Cpxcmk1CROaafeyvqb	192.168.1.102	3007	198.189.255.83	80	4	GET	trus.imageg.net	/cms_widgets/21/07/210736_assets/tru-8-pack_03.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	353	200	OK	-	-	(empty)	-	-	-	-	-	-	FZ7hzm4ViCidKtR0i9	-	image/gif
1258398064.585224	CXBdjB1H7h3Imymv1i	192.168.1.102	3005	198.189.255.83	80	5	GET	trus.imageg.net	/cms_widgets/21/07/210736_assets/heading6-1011.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1530	200	OK	-	-	(empty)	-	-	-	-	-	-	F2jIvS2eZzfXnRSvh3	-	image/gif
1258398064.612203	CQFS7q4vjGL9hW7xp4	192.168.1.102	3008	198.189.255.83	80	4	GET	trus.imageg.net	/cms_widgets/21/07/210736_assets/tru-8-pack_05.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	356	200	OK	-	-	(empty)	-	-	-	-	-	-	FJiyp94l7IXTcAwzI7	-	image/gif
1258398064.609460	CkgNlb2mNibW4RQ9zg	192.168.1.102	3009	198.189.255.83	80	4	GET	trus.imageg.net	/cms_widgets/21/07/210736_assets/heading5-1011.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	855	200	OK	-	-	(empty)	-	-	-	-	-	-	Ffvfyny7jWpLxbSS5	-	image/gif
1258398064.544747	Ce2OkXu0xMZpLjOmg	192.168.1.102	3014	206.16.220.201	80	1	GET	www.toysrus.com	/pwr/engine/images/stars_small.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	2937	200	OK	-	-	(empty)	-	-	-	-	-	-	FzuKH54283ZLN0epL8	-	image/gif
1258398064.611706	CUefuFJtHMFLjuPd5	192.168.1.102	3020	74.125.19.148	80	1	GET	fls.doubleclick.net	/activityi;src=1284386;type=trupa912;cat=truho083;u1=;u2=1;u3=;u4=2255956;u5=http://www.google.com/url?q=toys&url=/aclk?sa=l&ai=CzHe-D6IBS4X0L4K4oQTu29jmCsaB53uaz7zyD_aL4AUIABABKANQsoWOtQRgye7shsij9BmgAb6s2_wDyAEBqgQcT9DzxmiJv1wKPu4JL1-FMoBVA3uTPap_cahMJw&sig=AGiWqtw4AkeQ8PQNZVKwhC9KBuXvQdR-qQ&q=http://tracking.searchmarketing.com/click.asp%3FAID%3D204373540&rct=j&ei=D6IBS8v-LpXIsAOS0fmHCw&usg=AFQjCNHI9Vt9NgfeXqEwVN5Qs4j5AHiTyQ;ord=1;num=17187321?	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1152	200	OK	-	-	(empty)	-	-	-	-	-	-	FEwsN61KUMgEtFmrFj	-	text/html
1258398064.558486	CUKabR2kXbft5n5bRi	192.168.1.102	3013	216.27.89.22	80	1	GET	tracking.searchmarketing.com	/home_welcome.asp?SMCID=290&x=http://www.google.com/url?q=toys&url=/aclk%3Fsa%3Dl%26ai%3DCzHe-D6IBS4X0L4K4oQTu29jmCsaB53uaz7zyD_aL4AUIABABKANQsoWOtQRgye7shsij9BmgAb6s2_wDyAEBqgQcT9DzxmiJv1wKPu4JL1-FMoBVA3uTPap_cahMJw%26sig%3DAGiWqtw4AkeQ8PQNZVKwhC9KBuXvQdR-qQ%26q%3Dhttp://tracking.searchmarketing.com/click.asp%253FAID%253D204373540&rct=j&ei=D6IBS8v-LpXIsAOS0fmHCw&usg=AFQjCNHI9Vt9NgfeXqEwVN5Qs4j5AHiTyQ	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	49	200	OK	-	-	(empty)	-	-	-	-	-	-	FsIudTc6QfJxxg41c	-	image/gif
1258398064.772356	CHW3pW1a7wrlNfLWM4	192.168.1.102	3006	198.189.255.83	80	6	GET	trus.imageg.net	/cms_widgets/21/07/210736_assets/heading7-1011.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1404	200	OK	-	-	(empty)	-	-	-	-	-	-	FOl0Gp16JpG5Mtt22c	-	image/gif
1258398064.805581	ChYeqF36nuJeX8nok8	192.168.1.102	3010	198.189.255.83	80	7	GET	trus.imageg.net	/cms_widgets/21/07/210736_assets/tru-8-pack_07.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	293	200	OK	-	-	(empty)	-	-	-	-	-	-	FIkLrGHKCGtRky8E9	-	image/gif
1258398064.806830	Cpxcmk1CROaafeyvqb	192.168.1.102	3007	198.189.255.83	80	5	GET	trus.imageg.net	/cms_widgets/21/07/210736_assets/heading8-1011.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1589	200	OK	-	-	(empty)	-	-	-	-	-	-	FGxyoW1apoimkZtLU8	-	image/gif
1258398064.808579	CkgNlb2mNibW4RQ9zg	192.168.1.102	3009	198.189.255.83	80	5	GET	trus.imageg.net	/cms_widgets/21/07/210736_assets/image3-1011.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	4172	200	OK	-	-	(empty)	-	-	-	-	-	-	Fsm4dK1a9o0dS3gQva	-	image/gif
1258398064.807330	CQFS7q4vjGL9hW7xp4	192.168.1.102	3008	198.189.255.83	80	5	GET	trus.imageg.net	/cms_widgets/21/07/210736_assets/image2-1011.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	21082	200	OK	-	-	(empty)	-	-	-	-	-	-	FE2Fczon8Mm2n535d	-	image/gif
1258398064.807580	CXBdjB1H7h3Imymv1i	192.168.1.102	3005	198.189.255.83	80	6	GET	trus.imageg.net	/cms_widgets/21/07/210736_assets/image1-1011.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	16729	200	OK	-	-	(empty)	-	-	-	-	-	-	FvM0Yl2TAREcbfAnV2	-	image/gif
1258398064.803586	CDWen1ArIIL15UrA4	192.168.1.102	3016	63.240.111.121	80	1	GET	oas.imageg.net	/O/a/Creatives/TRU_Redesign_TRU_BRU_Footer/TRU_StoreLocator_BottomSpot.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	3335	200	OK	-	-	(empty)	-	-	-	-	-	-	F3CaJC3y5l6HBlNxz4	-	image/gif
1258398064.804333	CzFXolsXEypz8LQ21	192.168.1.102	3017	63.240.111.121	80	1	GET	oas.imageg.net	/O/a/Creatives/TRU_Redesign_TRU_BRU_Footer/T4T_HomepageBottomSpot.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	3493	200	OK	-	-	(empty)	-	-	-	-	-	-	F5SKws3Zu4OLQnTV29	-	image/gif
1258398064.894123	CUefuFJtHMFLjuPd5	192.168.1.102	3020	74.125.19.148	80	2	-	-	-	-	1.1	-	0	477	200	OK	-	-	(empty)	-	-	-	-	-	-	Fz2KG34K5sq3NdA591	-	text/html
1258398064.804831	CUCd1YNytAt084aRf	192.168.1.102	3018	63.240.111.121	80	1	GET	oas.imageg.net	/O/a/Creatives/TRU_Redesign_TRU_BRU_Footer/TRU_InStoreEvents_BottomSpot.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	2904	200	OK	-	-	(empty)	-	-	-	-	-	-	FDBYJvR45zV6mrP0j	-	image/gif
1258398064.773102	CpRkIQ1uzHVXQVxtpa	192.168.1.102	3015	63.240.111.121	80	1	GET	oas.imageg.net	/O/a/Creatives/TRU_Redesign_TRU_BRU_Footer/TRU_CreditCardCard_BottomSpot.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	6149	200	OK	-	-	(empty)	-	-	-	-	-	-	F1J3d83WjMcXgAQkEf	-	image/gif
1258398064.948336	CLQvGa3aCwnr3BmNy	192.168.1.102	3021	216.75.197.71	80	1	-	-	-	-	1.1	-	0	191	200	OK	-	-	(empty)	-	-	-	-	-	-	FS5qRu3cfB72az0NOc	-	text/html
1258398064.805331	CDpU6T11NFKm9vyyki	192.168.1.102	3019	63.240.111.121	80	1	GET	oas.imageg.net	/O/a/Creatives/TRU_Redesign_TRU_BRU_Footer/TRU_GiftCards_BottomSpot.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	5643	200	OK	-	-	(empty)	-	-	-	-	-	-	FhYZbG3IpzVkLKJYk5	-	image/gif
1258398065.071164	CHW3pW1a7wrlNfLWM4	192.168.1.102	3006	198.189.255.83	80	7	GET	trus.imageg.net	/cms_widgets/21/07/210736_assets/tru-8-pack_16.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1965	200	OK	-	-	(empty)	-	-	-	-	-	-	FygdhG42YKVhmxHDc	-	image/gif
1258398065.070665	ChYeqF36nuJeX8nok8	192.168.1.102	3010	198.189.255.83	80	8	GET	trus.imageg.net	/cms_widgets/21/07/210736_assets/tru-8-pack_13.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	950	200	OK	-	-	(empty)	-	-	-	-	-	-	FEDcYA3kNo3E1JZRgf	-	image/gif
1258398065.061674	Cpxcmk1CROaafeyvqb	192.168.1.102	3007	198.189.255.83	80	6	GET	trus.imageg.net	/cms_widgets/21/07/210736_assets/image4-1011.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	12831	200	OK	-	-	(empty)	-	-	-	-	-	-	Fs5VmJ3mlwS3a4KIy6	-	image/gif
1258398065.074162	CLZ49t4buqyrI4v8Kh	192.168.1.102	3023	74.125.19.149	80	1	GET	ad.doubleclick.net	/activity;src=1284386;type=trupa912;cat=truho083;u1=;u2=1;u3=;u4=2255956;u5=http://www.google.com/url?q=toys&url=/aclk?sa=l&ai=CzHe-D6IBS4X0L4K4oQTu29jmCsaB53uaz7zyD_aL4AUIABABKANQsoWOtQRgye7shsij9BmgAb6s2_wDyAEBqgQcT9DzxmiJv1wKPu4JL1-FMoBVA3uTPap_cahMJw&sig=AGiWqtw4AkeQ8PQNZVKwhC9KBuXvQdR-qQ&q=http://tracking.searchmarketing.com/click.asp%3FAID%3D204373540&rct=j&ei=D6IBS8v-LpXIsAOS0fmHCw&usg=AFQjCNHI9Vt9NgfeXqEwVN5Qs4j5AHiTyQ;ord=1;num=17187321?;~oref=http://www.toysrus.com/shop/index.jsp	http://fls.doubleclick.net/activityi;src=1284386;type=trupa912;cat=truho083;u1=;u2=1;u3=;u4=2255956;u5=http://www.google.com/url?q=toys&url=/aclk%3Fsa%3Dl%26ai%3DCzHe-D6IBS4X0L4K4oQTu29jmCsaB53uaz7zyD_aL4AUIABABKANQsoWOtQRgye7shsij9BmgAb6s2_wDyAEBqgQcT9DzxmiJv1wKPu4JL1-FMoBVA3uTPap_cahMJw%26sig%3DAGiWqtw4AkeQ8PQNZVKwhC9KBuXvQdR-qQ%26q%3Dhttp://tracking.searchmarketing.com/click.asp%253FAID%253D204373540&rct=j&ei=D6IBS8v-LpXIsAOS0fmHCw&usg=AFQjCNHI9Vt9NgfeXqEwVN5Qs4j5AHiTyQ;ord=1;num=17187321?	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	43	200	OK	-	-	(empty)	-	-	-	-	-	-	FnrjX31zYZM4aN5aq1	-	image/gif
1258398065.077665	C7fbAl2WnH1gHyif6g	192.168.1.102	3025	74.125.19.149	80	1	GET	ad.doubleclick.net	/activity;src=2528990;type=trurc969;cat=homep347;ord=1?;~oref=http://fls.doubleclick.net/activityi;src=1284386;type=trupa912;cat=truho083;u1=;u2=1;u3=;u4=2255956;u5=http://www.google.com/url	http://fls.doubleclick.net/activityi;src=2528990;type=trurc969;cat=homep347;ord=1?	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	43	200	OK	-	-	(empty)	-	-	-	-	-	-	FILpxN3WWQAqKfjubj	-	image/gif
1258398066.047553	C0JGAv3mpB0WfmwpX2	192.168.1.102	3027	66.235.133.14	80	1	GET	metrics.toysrus.com	/b/ss/gsictru/1/H.14/s81297542676639?[AQB]&ndh=1&t=16/10/2009 11:4:18 1 480&ns=toysrus&pageName=Toys Home Page&g=http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540&r=http://www.google.com/url?q=toys&url=/aclk%3Fsa%3Dl%26ai%3DCzHe-D6IBS4X0L4K4oQTu29jmCsaB53uaz7zyD_aL4AUIABABKANQsoWOtQRgye7shsij9BmgAb6s2_wDyAEBqgQcT9DzxmiJv1wKPu4JL1-FMoBVA3uTPap_cahMJw%26sig%3DAGiWqtw4AkeQ8PQNZVKwhC9KBuXvQdR-qQ%26q%3Dhttp://tracking.sea&ch=Toys Home&server=www.toysrus.com&v0=PPC:204373540&h1=Toys&c2=Category&v11=PPC:204373540&v19=94194571224&s=1024x768&c=32&j=1.7&v=Y&k=Y&bw=986&bh=558&p=Mozilla Default Plug-in;Java Deployment Toolkit 6.0.160.1;Java(TM) Platform SE 6 U17;Microsoft\xae DRM;Windows Media Player Plug-in Dynamic Link Library;&[AQE]	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	0	302	Found	-	-	(empty)	-	-	-	-	-	-	-	-	-
1258398066.049306	CTmlKF37cfRy3cAFV	192.168.1.102	3026	206.16.220.201	80	1	GET	www.toysrus.com	/favicon.ico	-	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1150	200	OK	-	-	(empty)	-	-	-	-	-	-	FJ1Two2JhgQhxFHOXe	-	image/x-icon
1258398066.052802	CRtgAn1vkZHALiwboe	192.168.1.102	3028	206.16.220.201	80	1	GET	www.toysrus.com	/onlineopinionF3cS/en-US/black_oo.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	1994	200	OK	-	-	(empty)	-	-	-	-	-	-	FiJLkiPMFqF0Drjs	-	image/gif
1258398066.055561	CZLtMx7U2XVLPGp5l	192.168.1.102	3029	206.16.220.201	80	1	GET	www.toysrus.com	/onlineopinionF3cS/en-US/black_fb_en-US.gif	http://www.toysrus.com/shop/index.jsp?categoryId=2255956&camp=PPC:204373540	1.1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5	0	135	200	OK	-	-	(empty)	-	-	-	-	-	-	FJxRSt2D8eg9NnFVI1	-	image/gif
